Accounting_and_Auditing,Advertising_and_Marketing,Aerospace_and_Defense,Aging_and_Geriatrics,Agriculture_and_Forestry,Air_Travel,Alcoholic_Beverages,Alternative_and_Natural_Medicine,Animal_Products_and_Services,Antiques_and_Collectibles,Apartments_and_Residential_Rentals,Apparel,Arcade_and_Coin-Op_Games,Arts_and_Entertainment,Astronomy,Auctions,Automotive_Industry,Autos_and_Vehicles,Banking,Beauty_and_Fitness,Beauty_Pageants,Bed_and_Bath,Bicycles_and_Accessories,Biographies_and_Quotations,Biological_Sciences,Blogging_Resources_and_Services,Board_Games,Boats_and_Watercraft,Body_Art,Book_Retailers,Books_and_Literature,Bowling,Broadcast_and_Network_News,Bus_and_Rail,Business_and_Industrial,Business_Education,Business_Finance,Business_News,Business_Operations,Business_Services,CAD_and_CAM,Campers_and_RVs,Candy_and_Sweets,Car_Rental_and_Taxi_Services,Card_Games,Carpooling_and_Ridesharing,Celebrities_and_Entertainment_News,Chemicals_Industry,Chemistry,Children's_Literature,Classic_Vehicles,Classifieds,Clubs_and_Nightlife,Clubs_and_Organizations,College_Sports,Combat_Sports,Comics_and_Animation,Commercial_and_Investment_Real_Estate,Commercial_Vehicles,Communications_Equipment,Computer_and_Video_Games,Computer_Hardware,Computer_Science,Computer_Security,Computers_and_Electronics,Construction_and_Maintenance,Consumer_Electronics,Consumer_Resources,"Contests,_Awards_and_Prizes",Cooking_and_Recipes,Cosmetic_Procedures,Cosmetology_and_Beauty_Professionals,Crafts,Credit_and_Lending,Cruises_and_Charters,Culinary_Training,Currencies_and_Foreign_Exchange,Custom_and_Performance_Vehicles,Cycling,Dating_and_Personals,Directories_and_Listings,Disabled_and_Special_Needs,Domestic_Services,Earth_Sciences,E-Books,Ecology_and_Environment,Education,Electronics_and_Electrical,Email_and_Messaging,Energy_and_Utilities,Engineering_and_Technology,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Ethnic_and_Identity_Groups,Events_and_Listings,Extreme_Sports,Face_and_Body_Care,Family_and_Relationships,Family-Oriented_Games_and_Activities,Fan_Fiction,Fantasy_Sports,Fashion_and_Style,File_Sharing_and_Hosting,Finance,Financial_Planning,Fitness,Food_and_Drink,Forum_and_Chat_Providers,Fun_and_Trivia,Games,Gardening_and_Landscaping,General_Reference,Geographic_Reference,Gifts_and_Special_Event_Items,Gossip_and_Tabloid_News,Government,Grants_and_Financial_Assistance,Grocery_and_Food_Retailers,Hair_Care,Health,Health_Conditions,Health_Education_and_Medical_Training,Health_Foundations_and_Medical_Research,Health_News,Hobbies_and_Leisure,Home_and_Garden,Home_Appliances,Home_Furnishings,Home_Improvement,Home_Storage_and_Shelving,Homemaking_and_Interior_Decor,Hospitality_Industry,Hotels_and_Accommodations,Humanities,Humor,HVAC_and_Climate_Control,Hybrid_and_Alternative_Vehicles,Individual_Sports,Industrial_Materials_and_Equipment,Insurance,Internet_and_Telecom,Investing,Jobs,Jobs_and_Education,Journalism_and_News_Industry,Kids_and_Teens,Kitchen_and_Dining,Language_Resources,Laundry,Law_and_Government,Legal,Libraries_and_Museums,Literary_Classics,Live_Sporting_Events,Local_News,Luggage_and_Travel_Accessories,Luxury_Goods,Magazines,Manufacturing,Mass_Merchants_and_Department_Stores,Mathematics,Medical_Devices_and_Equipment,Medical_Facilities_and_Services,Medical_Literature_and_Resources,Men's_Health,Mental_Health,Metals_and_Mining,Microcars_and_City_Cars,Military,Mobile_and_Wireless,Motor_Sports,Motorcycles,Movies,Music_and_Audio,Networking,News,Newspapers,Non-Alcoholic_Beverages,Nursery_and_Playroom,Nursing,Nutrition,Offbeat,Off-Road_Vehicles,Online_Communities,Online_Games,Online_Goodies,Online_Journals_and_Personal_Sites,Online_Media,Oral_and_Dental_Care,Outdoors,Paintball,Party_Games,Pediatrics,People_and_Society,Performing_Arts,Personal_Aircraft,Pest_Control,Pets,Pets_and_Animals,Pharmaceuticals_and_Biotech,Pharmacy,Photo_and_Video_Services,Photo_and_Video_Sharing,Photographic_and_Digital_Arts,Physics,Poetry,Politics,Printing_and_Publishing,Professional_and_Trade_Associations,Programming,Property_Development,Property_Inspections_and_Appraisals,Property_Management,Public_Health,Public_Safety,Puzzles_and_Brainteasers,Radio_Control_and_Modeling,Real_Estate,Real_Estate_Agencies,Real_Estate_Listings,Recreational_Aviation,Reference,Religion_and_Belief,Reproductive_Health,Restaurants,Retail_Trade,Retirement_and_Pension,Roleplaying_Games,Running_and_Walking,Science,Scientific_Equipment,Scientific_Institutions,Scooters_and_Mopeds,Search_Engines,Seniors_and_Retirement,Service_Providers,Shopping,Shopping_Portals_and_Search_Engines,Small_Business,Social_Issues_and_Advocacy,Social_Networks,Social_Sciences,Social_Services,Software,Spas_and_Beauty_Services,Special_Occasions,Specialty_Travel,Sporting_Goods,Sports,Sports_Coaching_and_Training,Sports_News,Subcultures_and_Niche_Interests,Substance_Abuse,Swap_Meets_and_Outdoor_Markets,Swimming_Pools_and_Spas,Table_Games,Team_Sports,Technical_Reference,Technology_News,Teleconferencing,Textiles_and_Nonwovens,Ticket_Sales,Timeshares_and_Vacation_Properties,Tobacco_Products,Tourist_Destinations,Toys,Transportation_and_Logistics,Travel,Travel_Agencies_and_Services,Travel_Guides_and_Travelogues,Trucks_and_SUVs,TV_and_Video,Vehicle_Brands,Vehicle_Codes_and_Driving_Laws,Vehicle_Licensing_and_Registration,Vehicle_Maintenance,Vehicle_Parts_and_Accessories,Vehicle_Shopping,Vehicle_Shows,Virtual_Worlds,Vision_Care,Visual_Art_and_Design,Water_Activities,Water_Sports,Weather,Web_Apps_and_Online_Tools,Web_Portals,Web_Services,Weight_Loss,Wholesalers_and_Liquidators,Wildlife,Winter_Sports,Women's_Health,World_News,World_Sports_Competitions,Writers_Resources,Yard_and_Patio,
90,68,89,57,70,88,83,88,88,74,65,91,64,91,80,64,50,45,50,77,75,79,47,80,63,83,79,58,82,79,83,73,69,79,75,45,84,27,54,85,85,55,88,69,54,77,67,90,87,62,39,76,83,76,84,69,100,80,87,53,71,83,80,29,85,85,85,80,80,78,61,82,79,81,78,80,72,89,79,86,81,88,77,81,79,88,80,82,75,80,84,24,79,34,63,63,89,77,58,81,66,75,67,77,70,71,81,33,69,57,96,76,83,79,97,78,57,64,59,88,91,85,91,82,50,87,93,61,64,89,85,80,86,88,68,66,82,87,79,82,84,82,87,89,90,73,81,92,33,95,31,68,61,80,86,78,78,43,66,81,50,81,88,70,36,89,95,79,80,81,68,86,74,74,45,26,40,88,79,79,82,78,84,99,77,52,78,94,87,78,88,84,90,81,84,46,66,100,57,66,51,86,35,65,29,100,50,23,85,90,82,42,84,60,5,36,90,92,81,83,77,87,84,87,66,85,80,53,73,63,76,76,71,71,68,72,60,86,55,86,70,80,83,87,80,77,35,77,85,72,81,57,79,79,85,53,73,86,87,80,63,86,77,81,41,66,92,64,67,60,60,92,67,78,74,70,50,36,30,47,37,62,83,55,22,22,3,71,78,83,63,61,60,70,66,73,62,70,74
100,70,99,59,80,90,83,100,99,77,71,100,68,100,85,55,54,46,50,72,76,85,44,76,70,94,87,67,80,85,74,72,74,88,75,36,87,31,56,84,91,62,96,76,58,98,62,87,83,100,43,82,88,75,88,66,82,79,83,48,66,79,77,28,78,82,79,76,73,80,64,79,75,77,72,83,67,93,75,80,90,84,74,86,77,97,76,82,75,83,19,21,80,36,66,66,90,92,60,78,71,81,74,93,87,73,84,34,77,59,100,89,100,86,100,80,66,92,63,92,99,80,84,89,46,81,73,50,63,87,82,77,83,83,61,65,78,92,73,95,84,83,84,98,95,79,88,75,32,98,30,69,72,83,100,100,79,32,100,84,51,81,92,70,34,100,87,80,85,82,68,100,80,72,38,25,38,97,86,82,90,85,86,77,75,56,79,81,80,73,81,66,84,79,83,42,41,60,48,71,52,78,8,67,38,93,52,25,88,100,91,42,86,62,5,34,85,85,79,84,78,83,78,79,52,90,84,52,68,65,78,72,69,71,64,69,63,81,63,84,70,72,80,79,76,70,35,65,69,69,70,48,75,66,80,54,65,99,99,86,59,99,92,100,53,81,94,80,79,60,80,97,86,88,75,56,55,38,23,46,34,63,85,55,21,21,3,72,82,83,67,63,59,67,88,76,70,69,77
92,71,85,75,74,81,76,94,92,77,63,97,70,83,83,62,51,55,67,82,83,79,44,87,60,97,89,43,84,82,86,84,71,81,80,84,95,26,60,91,90,57,94,92,61,85,96,83,97,84,37,75,91,70,87,64,61,86,83,57,69,92,79,30,90,94,83,89,75,84,63,87,80,80,84,82,82,91,94,90,91,84,83,85,76,79,78,83,77,85,0,24,92,70,72,72,88,100,90,88,69,94,62,75,63,58,89,34,67,57,87,72,83,82,82,72,63,47,52,80,88,85,91,91,47,91,77,58,68,94,93,85,84,93,83,74,80,97,78,85,80,89,92,83,88,91,87,95,32,94,29,72,67,86,73,80,90,39,49,80,60,84,97,72,38,87,90,84,98,92,72,83,78,100,39,29,36,98,84,83,86,84,90,83,68,53,78,94,92,91,85,74,87,84,86,46,50,70,57,62,81,79,8,62,49,66,51,27,87,97,91,42,94,62,5,32,88,92,78,100,70,83,94,87,50,90,82,56,89,80,89,96,75,83,81,90,94,86,61,96,76,74,86,86,78,77,42,69,72,70,79,50,78,74,82,60,69,77,82,87,68,86,84,65,37,50,90,97,68,54,72,90,43,71,79,57,56,39,18,52,31,67,80,56,22,22,3,84,97,80,67,66,90,83,70,90,76,93,92
96,68,85,100,73,89,82,92,95,72,63,91,72,83,81,70,53,62,71,84,90,77,52,84,71,89,84,44,88,84,83,81,71,81,78,69,92,27,62,86,88,54,99,85,60,94,76,90,96,69,36,80,88,82,83,83,84,91,87,55,74,89,85,31,91,92,88,86,80,86,66,85,85,84,83,88,83,96,90,90,86,82,90,83,67,73,83,86,80,83,0,21,95,89,71,71,88,95,100,89,72,97,65,89,72,55,92,33,71,63,80,76,77,80,76,74,61,48,54,77,79,89,93,95,52,87,81,64,68,96,97,85,88,90,79,79,84,99,85,87,89,91,94,82,94,87,88,94,29,85,31,69,69,88,70,74,86,39,64,79,62,81,86,71,48,79,84,82,79,85,63,71,68,81,44,31,41,97,82,82,84,82,83,85,73,63,88,90,90,91,91,81,90,87,92,46,48,64,47,69,71,84,8,61,38,71,50,28,88,93,86,42,96,63,6,33,90,97,88,95,72,86,87,91,58,92,90,64,91,81,89,90,80,77,78,93,87,91,63,96,74,81,90,90,81,84,39,79,84,75,83,55,82,83,91,64,89,77,84,86,72,86,79,89,37,48,90,68,67,58,74,91,43,66,75,58,63,36,21,51,31,90,79,52,24,24,3,89,86,77,73,70,79,83,66,95,79,88,95
92,60,86,60,75,89,80,90,96,68,62,91,67,85,87,73,59,61,75,83,96,77,61,78,79,86,88,48,84,85,85,82,80,81,84,60,87,28,61,91,82,56,90,81,60,90,81,84,78,62,37,75,83,78,79,75,81,88,85,51,78,85,82,30,86,91,84,85,92,81,63,84,80,82,83,78,74,87,87,86,87,76,85,74,62,71,79,80,75,78,100,20,89,67,70,70,89,95,89,86,69,100,64,90,68,54,82,32,64,58,84,73,76,79,79,77,64,45,54,79,78,87,84,92,49,86,85,54,64,92,92,82,86,95,76,70,81,95,81,84,84,90,92,82,88,89,90,89,28,83,36,75,69,85,68,69,86,41,49,80,65,80,83,73,57,76,79,80,74,71,61,69,69,73,50,38,53,90,80,79,80,83,79,78,75,51,78,87,90,88,85,73,88,82,93,45,43,61,47,62,59,78,8,62,37,64,49,26,79,91,84,40,87,65,6,32,89,91,79,90,73,85,84,82,55,91,86,61,92,82,85,92,78,86,79,95,80,82,58,90,76,75,81,89,75,75,34,74,67,72,75,52,74,79,83,57,69,74,77,86,72,81,74,67,36,47,89,62,69,65,84,88,42,69,79,73,67,36,25,57,30,80,82,57,24,24,3,85,87,79,77,70,72,89,69,95,83,89,100
93,63,86,56,76,95,81,89,94,71,64,91,65,85,87,70,69,72,74,83,93,77,69,83,92,77,85,64,83,84,94,82,75,85,82,47,88,39,61,94,87,55,89,72,69,87,79,88,77,57,35,75,85,80,77,85,94,90,100,52,85,83,78,31,85,89,81,87,85,81,59,83,77,76,76,76,76,84,85,83,85,70,76,67,59,68,76,74,71,73,0,20,88,80,70,70,85,82,82,82,66,84,58,78,59,48,84,30,69,60,84,65,71,70,76,73,67,45,53,77,71,86,87,97,49,83,81,57,62,93,95,82,86,91,78,71,81,95,85,85,90,83,95,84,80,73,81,85,35,77,42,78,70,92,71,63,80,54,44,77,67,82,76,77,82,73,75,81,74,69,61,66,70,69,63,45,74,88,76,81,75,84,72,81,63,51,75,90,87,84,86,72,89,81,93,44,45,61,43,68,51,77,7,58,36,71,48,24,82,87,78,39,85,61,6,32,88,92,76,90,68,100,81,86,54,88,89,70,89,87,84,89,82,77,78,94,75,98,59,91,88,78,84,87,73,79,36,79,65,67,77,71,73,78,85,56,76,71,79,82,72,79,68,71,36,48,86,57,78,76,98,84,39,66,77,42,64,37,20,67,32,85,79,56,25,25,3,81,86,78,70,71,72,83,68,85,80,75,93
97,68,84,55,87,93,78,98,94,70,66,85,71,78,85,74,71,77,78,80,89,75,52,78,84,71,86,63,84,81,93,85,72,80,78,45,85,40,62,94,88,55,86,75,65,89,79,80,78,61,39,66,83,73,77,74,73,79,79,51,80,79,73,29,78,78,81,87,85,77,62,83,73,72,69,75,69,83,80,78,81,73,78,67,57,71,72,73,71,74,0,27,78,33,70,70,85,74,75,85,59,71,58,78,58,50,78,32,68,60,87,75,72,67,76,72,72,44,56,90,71,80,79,89,46,78,76,51,62,89,90,88,80,88,68,68,76,87,73,83,86,84,87,87,80,68,79,86,32,70,41,83,65,88,71,61,83,43,51,78,74,84,77,77,85,72,73,81,73,68,69,64,69,74,77,58,77,89,71,79,80,87,71,71,68,50,76,83,82,86,81,69,81,87,93,40,44,58,47,58,53,74,7,51,35,65,50,29,81,92,82,40,85,63,6,35,85,88,77,90,69,79,79,79,50,86,90,68,94,82,81,87,79,85,80,96,79,88,59,83,81,72,81,84,73,73,36,76,56,69,72,52,70,71,73,51,63,70,76,85,74,76,70,82,37,50,80,60,77,79,90,81,38,74,71,37,57,36,20,62,33,100,72,50,27,27,3,88,88,80,75,74,72,86,72,93,88,79,94
85,72,82,53,88,72,74,86,83,64,60,78,57,73,87,65,70,88,88,74,90,68,43,76,82,68,87,62,83,84,91,87,81,84,78,41,82,34,59,93,86,56,84,69,61,81,79,61,63,64,35,65,83,42,74,46,41,81,74,47,73,75,78,27,75,79,76,89,80,79,64,85,67,66,76,74,66,84,82,76,88,71,75,68,55,70,73,74,72,70,0,22,84,32,75,75,85,79,98,86,58,74,57,74,53,48,80,33,65,59,83,59,64,69,74,62,69,41,51,90,68,74,73,83,44,86,74,40,62,92,83,80,68,85,69,70,87,81,69,79,71,82,90,82,77,64,85,80,28,70,45,89,56,76,68,58,85,44,40,70,85,84,80,75,65,73,74,85,73,66,100,65,73,75,85,75,69,88,72,76,83,79,75,82,65,52,74,75,71,89,77,61,74,83,88,39,44,63,48,55,53,77,6,52,36,64,49,26,76,88,84,39,76,63,6,37,77,83,59,87,59,74,73,66,37,88,78,51,94,89,83,84,80,83,79,97,84,69,63,73,76,40,66,75,70,62,22,61,41,69,54,35,71,50,56,53,56,71,70,82,72,81,68,67,35,53,82,58,77,73,91,77,37,72,74,33,61,35,19,72,34,92,72,51,32,32,2,90,90,87,85,100,76,86,71,88,92,80,95
92,68,88,60,100,73,75,90,90,68,68,76,62,73,89,61,86,90,90,74,92,71,49,76,84,70,87,62,90,90,92,94,76,89,89,40,85,30,71,91,89,53,90,74,62,83,79,64,55,75,78,71,98,37,79,34,36,84,75,67,72,76,74,26,78,83,75,92,82,81,66,83,68,70,73,77,67,82,81,81,90,71,67,71,55,71,69,73,72,72,0,20,82,32,78,78,89,87,78,88,62,71,59,77,57,50,80,33,66,62,86,63,68,88,78,66,71,41,56,96,69,76,65,91,44,89,71,39,67,91,81,84,67,91,69,72,82,85,69,79,73,85,93,88,80,74,91,90,34,71,83,94,59,81,69,65,87,44,41,75,89,89,94,78,56,79,82,88,83,74,94,71,79,89,81,67,60,95,74,81,83,78,80,76,69,54,79,74,71,80,78,60,77,85,98,41,46,73,54,59,56,80,7,57,44,82,52,26,87,90,90,42,84,69,7,40,81,80,61,90,85,75,89,70,38,93,83,49,96,99,85,92,82,92,84,100,90,73,65,77,91,33,67,81,71,59,25,57,34,66,51,29,63,44,48,51,59,75,76,89,80,84,75,61,36,54,95,65,89,80,100,83,42,78,77,31,59,39,25,90,33,90,65,50,35,35,3,93,92,92,91,82,86,91,83,96,99,78,97
90,60,86,57,88,76,78,85,92,70,64,79,66,72,95,67,77,81,83,76,96,74,75,78,81,73,85,75,92,92,92,98,79,87,100,42,89,35,76,95,91,57,87,74,64,88,78,63,64,78,45,71,100,39,77,37,39,89,75,62,73,91,75,28,79,89,79,92,100,82,67,90,75,69,77,84,71,86,85,89,96,75,78,78,60,71,73,80,75,73,0,20,91,36,85,85,84,87,79,94,63,79,58,79,61,52,91,35,70,64,80,67,71,72,76,67,74,48,61,96,77,81,72,95,44,91,72,41,67,96,90,84,69,100,72,78,80,89,75,78,78,94,100,84,82,83,94,87,30,77,47,91,55,82,70,60,84,46,41,75,83,86,95,79,52,81,86,89,85,73,82,77,79,88,74,49,52,100,78,90,90,86,86,83,70,56,84,91,89,86,84,59,81,90,96,40,47,83,48,68,58,88,7,61,39,60,56,29,87,94,87,49,100,72,7,39,80,86,62,97,69,75,92,68,41,97,80,49,91,93,85,85,87,100,84,98,79,79,71,82,100,38,73,83,74,62,29,62,44,68,54,32,67,55,54,53,57,76,80,95,84,90,77,65,40,59,92,98,86,76,91,83,42,80,81,43,60,41,78,71,41,84,84,60,29,29,2,86,89,98,83,86,80,89,93,93,90,76,92
89,62,85,57,73,81,72,81,90,79,62,81,66,73,81,59,68,62,65,73,86,73,73,69,82,76,75,80,75,81,87,80,69,78,88,46,78,28,68,75,82,49,87,67,55,72,70,73,71,67,40,75,92,57,76,50,73,83,80,44,74,92,76,27,79,86,80,80,95,81,63,85,71,72,75,77,73,80,82,78,86,70,75,66,49,69,70,77,72,72,14,23,86,32,78,78,80,79,61,86,68,71,57,75,57,47,88,34,67,58,80,62,63,68,71,67,70,46,68,80,70,79,75,87,44,83,75,61,69,91,89,80,75,92,68,68,77,89,75,79,75,82,92,77,78,69,86,89,36,77,40,71,54,81,63,59,80,43,44,79,62,76,80,69,46,73,78,77,73,70,71,61,72,75,66,37,45,97,73,89,83,88,81,78,70,53,74,93,91,82,86,66,85,80,99,46,51,86,45,69,54,91,8,66,43,66,56,28,80,97,79,52,89,67,8,34,88,87,71,86,67,81,76,86,50,100,78,51,81,76,75,80,83,92,73,82,62,93,66,95,99,58,99,78,70,78,31,73,86,68,73,48,69,87,82,56,64,75,81,88,75,78,72,62,31,52,88,81,77,67,83,82,40,67,78,63,51,34,59,62,53,75,84,64,22,22,2,74,81,88,68,80,65,76,69,83,73,62,78
91,58,91,51,73,85,79,92,89,94,63,83,67,72,76,70,55,50,60,69,81,71,57,64,65,77,76,55,74,75,87,77,69,75,73,45,77,27,60,76,83,52,83,68,58,74,67,76,79,60,40,72,85,67,79,56,88,80,88,46,77,85,74,30,79,83,86,82,89,77,60,85,71,78,74,76,71,80,78,82,82,68,77,64,52,69,73,72,71,70,14,20,79,34,76,76,76,79,60,84,63,78,61,77,64,55,81,33,67,61,88,68,76,67,79,79,72,51,78,78,74,81,74,91,43,84,73,61,65,88,90,80,84,89,71,70,74,90,76,79,80,84,87,82,77,70,80,84,43,86,32,67,57,80,66,58,76,52,62,81,53,74,79,70,42,79,81,82,75,71,75,69,72,74,57,31,40,91,70,80,78,88,76,72,67,54,74,89,86,79,83,67,86,79,91,44,46,63,53,70,51,84,9,68,39,61,59,27,76,99,78,53,78,73,8,37,85,87,76,84,70,88,77,82,52,89,78,57,79,69,72,77,78,80,67,79,63,87,58,95,86,68,94,78,72,78,34,77,89,67,72,48,65,82,92,54,57,78,93,86,68,79,69,67,34,54,91,62,68,56,90,81,47,69,78,62,59,32,41,51,47,63,79,66,24,24,3,74,75,79,61,69,59,72,63,79,70,65,77
90,59,84,50,80,84,82,86,88,71,64,94,63,82,75,74,48,44,51,68,80,66,50,66,58,81,75,48,73,73,82,71,68,75,68,36,79,27,56,72,84,54,87,68,51,76,65,79,78,65,56,73,85,72,78,57,95,78,79,43,68,78,72,28,74,81,76,76,80,70,63,80,69,76,68,76,72,78,75,78,79,67,69,68,51,87,70,72,65,67,0,19,84,31,74,74,75,82,55,83,65,78,67,76,75,68,86,38,74,59,93,74,78,72,82,80,77,55,85,75,82,76,79,82,45,78,73,57,61,85,82,79,86,84,65,68,71,87,72,81,81,78,84,86,83,78,83,81,37,87,28,65,61,78,77,68,71,44,60,73,46,79,80,68,35,84,80,75,73,76,68,82,70,75,39,27,39,90,71,77,79,84,76,69,71,46,74,82,86,72,83,66,78,87,87,42,45,60,54,61,54,77,9,62,35,60,61,26,79,93,79,58,73,76,9,38,82,85,83,80,82,80,79,79,50,87,81,51,74,75,73,75,71,72,58,74,57,86,59,88,83,67,88,80,70,70,33,70,80,61,68,50,67,74,82,52,59,85,84,91,65,79,76,74,39,76,98,72,66,55,75,85,65,83,80,74,73,30,32,46,42,59,82,62,20,20,3,68,73,77,61,65,58,69,73,71,64,65,77
97,64,94,57,84,94,97,99,98,74,76,94,75,86,75,61,49,43,49,68,78,70,42,71,58,97,74,50,75,75,82,72,63,79,67,31,86,31,54,76,85,62,90,72,57,95,60,80,76,83,51,70,85,66,90,58,77,77,81,41,60,77,67,27,70,82,68,72,76,73,61,75,67,69,59,74,58,82,70,70,95,79,66,72,56,100,72,67,62,72,0,18,78,34,83,83,80,86,55,81,64,87,74,100,96,72,85,37,80,64,99,85,97,76,92,82,82,100,100,83,97,71,64,82,40,72,63,47,59,81,77,81,75,80,58,66,68,89,69,78,78,80,80,94,88,87,84,70,30,89,27,67,63,80,86,87,75,31,91,78,50,75,87,66,30,93,79,76,77,78,71,92,79,78,32,25,34,95,79,83,89,90,81,65,85,50,75,78,73,68,77,61,75,72,81,40,46,61,54,57,74,76,7,67,47,64,67,27,88,99,80,67,76,86,10,38,78,79,71,79,83,80,76,73,44,89,78,52,74,73,64,70,60,71,60,68,62,84,65,84,83,62,85,70,65,63,30,57,64,58,62,42,64,62,68,49,53,100,100,100,63,100,100,93,42,89,91,85,79,55,88,84,85,88,78,60,65,32,24,43,38,56,83,58,19,19,4,69,75,81,63,66,55,63,82,75,65,66,74
90,69,79,73,75,86,83,87,87,70,71,89,74,72,79,76,47,50,64,74,84,76,47,64,60,85,75,40,77,79,87,76,67,75,73,88,88,36,73,79,83,52,85,88,58,84,98,74,82,71,36,73,86,63,74,55,57,81,79,46,60,89,73,31,79,85,74,76,80,77,62,77,73,83,71,73,67,80,86,77,89,71,76,70,51,73,66,68,63,74,0,23,95,69,80,80,76,97,84,90,72,98,62,73,61,54,90,35,69,62,89,70,76,71,71,74,82,44,96,83,80,77,68,87,43,87,69,59,61,89,84,85,76,89,83,71,78,87,70,76,78,84,85,76,83,91,84,86,30,83,26,67,61,79,66,69,76,41,49,71,55,78,90,62,37,76,86,78,83,96,63,71,76,95,39,29,34,92,71,79,85,89,76,78,74,52,76,89,86,85,77,68,82,78,85,42,43,59,56,61,54,77,7,64,33,62,63,26,100,95,80,66,79,94,10,35,81,82,74,89,70,79,82,74,44,90,82,52,89,87,84,87,78,82,74,88,82,82,60,91,81,60,84,80,68,65,32,57,65,59,65,45,67,71,71,51,57,75,78,94,69,81,77,62,33,50,87,89,60,52,70,77,40,69,83,59,64,37,16,51,37,63,95,62,24,24,6,76,79,69,61,63,81,74,67,79,71,84,86
93,61,86,70,74,88,91,85,91,65,68,86,76,72,75,64,50,53,66,72,89,73,50,64,62,80,75,39,80,76,84,75,64,73,71,64,83,28,74,85,91,52,85,77,58,88,81,80,75,62,34,72,86,67,74,70,73,82,83,44,67,82,72,29,80,83,79,80,87,78,61,80,71,81,72,69,69,80,82,80,81,68,77,66,46,68,70,70,67,68,0,18,92,83,80,80,70,93,91,84,74,95,62,73,71,54,90,33,72,65,88,70,69,65,72,83,79,47,89,82,71,78,74,87,44,81,74,57,62,94,100,82,79,87,77,75,77,88,77,78,79,86,87,82,75,89,87,82,43,76,30,67,60,81,62,62,75,37,54,70,56,70,76,62,39,74,81,77,72,80,63,66,68,84,40,30,37,93,68,77,81,89,72,74,76,51,79,85,83,80,82,69,80,80,89,40,45,63,50,60,67,74,8,62,40,68,67,27,89,89,76,67,74,86,11,35,83,86,80,88,70,83,77,82,48,85,82,53,91,79,77,83,93,83,75,92,77,87,60,91,78,66,91,80,71,72,32,65,76,63,71,46,65,81,82,52,61,77,78,92,74,82,75,82,34,51,84,63,61,56,72,81,41,68,87,58,68,34,18,51,25,85,77,56,26,26,43,76,78,66,66,52,70,75,64,78,74,78,84
93,62,83,71,73,89,89,83,87,66,69,85,77,68,79,68,56,55,70,75,94,73,46,64,72,75,73,43,77,74,88,75,66,80,75,50,86,25,70,82,85,52,82,76,60,88,81,73,69,56,36,69,84,71,67,67,75,80,83,46,75,83,72,29,78,83,73,81,79,76,60,79,71,76,72,71,69,77,79,76,82,62,76,62,43,62,69,68,65,66,0,19,87,62,81,81,78,89,84,81,69,93,59,73,58,50,88,31,73,63,84,70,67,59,68,79,84,40,91,82,70,79,77,91,44,79,69,56,59,93,88,78,84,93,76,70,84,89,75,76,79,86,90,74,70,80,84,84,32,76,31,70,62,80,59,58,70,41,42,72,59,73,76,67,51,70,72,79,71,74,60,64,68,76,49,36,51,85,66,72,76,84,72,74,71,50,72,86,81,80,81,66,78,79,90,40,46,60,47,59,58,80,7,74,41,56,67,25,84,85,70,71,74,89,11,34,79,83,71,87,73,83,76,77,47,88,78,54,90,86,85,85,84,83,74,95,79,83,62,91,83,60,87,79,66,69,33,65,63,61,71,48,64,74,75,50,57,68,76,91,72,76,69,57,32,51,85,62,64,58,82,77,38,69,78,75,63,32,28,49,29,82,75,59,25,25,5,76,81,66,67,65,69,77,65,78,77,78,87
87,63,88,52,81,87,95,80,88,66,69,78,74,73,80,63,63,64,74,74,89,70,62,69,82,72,76,59,81,79,83,75,68,75,81,42,83,32,65,83,90,53,76,71,63,87,83,76,69,55,35,66,85,68,70,69,84,80,82,44,77,80,71,29,78,79,75,80,89,73,61,75,64,76,76,69,61,74,80,73,79,62,73,58,40,64,65,63,62,67,0,18,93,79,78,78,75,88,77,79,73,90,60,71,61,50,86,32,72,59,87,68,64,61,72,82,88,42,87,87,63,76,71,86,44,78,70,54,58,87,86,79,77,89,71,67,84,87,77,76,80,91,88,79,71,76,79,80,39,63,37,71,73,79,62,55,74,49,45,69,63,81,71,75,75,68,70,79,69,65,61,60,67,72,64,46,68,84,61,75,77,79,69,67,75,50,72,78,81,81,78,65,75,73,92,40,43,57,43,62,52,74,7,69,42,62,70,25,86,83,70,77,77,96,12,39,81,83,67,84,71,82,75,79,47,86,79,58,90,92,79,86,86,80,76,99,72,81,65,89,77,58,84,76,64,67,29,71,62,58,72,69,58,71,70,49,58,68,72,86,77,76,65,64,33,52,81,60,72,63,95,76,38,68,76,42,65,32,19,63,28,78,76,60,25,25,3,75,77,73,69,67,64,77,66,77,75,71,83
